centre_code,centre_name,organisation_type,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,spark_certified,last_updated,latitude,longtitude,placeId
KG1025,True Way Presbyterian Kindergarten,NFP,64710781,kindergarten@trueway.org.sg,156B Stirling Road S(148947),148947,twpk.edu.sg,No,25/10/17,,,
KG1149,Tung Ling Kindergarten,NFP,63451469,tunglingkdgn@tlcs.org.sg,145 Marine Parade S(449274),449274,www.tunglingkdgn@tlcs.org.sg,Yes,25/10/17,,,
KG1156,Two By Two Schoolhouse,Commercial,62450838,enquiry@twobytwo.sg,Bright Centre 55 Lor L Telok Kurau #03-61 S(425500),425500,www.twobytwo.sg,No,25/10/17,,,
KG1051,Wee Care Kindergarten,Commercial,68361450,weecare@singnet.com.sg,56 Tanglin Road #02-03 S(247964),247964,www.weecare.com.sg,No,25/10/17,,,
KG1069,White Lodge Bukit Timah Pte Ltd,Commercial,64688846,bukittimah@whitelodge.edu.sg,39 Linden Drive S(288712),288712,www.whitelodge.edu.sg,No,25/10/17,,,
KG1136,White Lodge Kindergarten (East Coast),Commercial,64406690,eastcoast@whitelodge.edu.sg,102 Guillemard Road #02-01 S(399719),399719,www.whitelodge.edu.sg,No,25/10/17,,,
KG1499,White Lodge Kindergarten (Phoenix Park),Commercial,62355310 | 62355410,phoenixpark@whitelodge.edu.sg,310 Tanglin Road S(247975),247975,www.whitelodge.edu.sg,No,25/10/17,,,
KG1500,White Lodge Kindergarten (Upper East Coast),Commercial,65431802,uppereastcoast@whitelodge.edu.sg,36 Toh Drive S(507889),507889,www.whitelodge.edu.sg,No,25/10/17,,,
KG1394,White Lodge Upper Bukit Timah Pte Ltd,Commercial,63145481,upperbukittimah@whitelodge.edu.sg,Fuyoung Estate 1 Jalan Siap S(678541),678541,www.whitelodge.edu.sg,No,25/10/17,,,
KG1010,White Lodge West Coast Pte Ltd,Commercial,67798465,westcoast@whitelodge.edu.sg,9 South Buona Vista Road S(118141),118141,www.whitelodge.edu.sg,No,25/10/17,,,
KG1273,Yio Chu Kang Chapel Kindergarten,NFP,62855372,kindergarten@yckc.org.sg,242 Yio Chu Kang Road S(545671),545671,www.yckckindergarten.com,Yes,25/10/17,,,
KG1306,Zion Bishan Kindergarten,NFP,63538083,principal@zbk.edu.sg,4 Bishan Street 13 S(579792),579792,www.zbk.edu.sg,No,25/10/17,,,
KG1285,Zion Kindergarten,NFP,62861681,zionkinder@zionserangoon.org.sg,3 & 5 Tavistock Avenue S(555108),555108,zionkinder.ednoland.com.sg,No,25/10/17,,,
KG1157,Zoo-Phonics Kindergarten,Commercial,64451148,sp@zoo-phonics.com.sg,54 Burnfoot Terrace S(459839),459839,na,No,25/10/17,,,
KG1356,Zulfa Kindergarten,Commercial,67912080 | 67940476,admin_jw715@zulfa.edu.sg,717 Jurong West Street 71 #B1-107 S(640717),640717,www.zulfa.edu.sg,No,25/10/17,,,
KG1402,Zulfa Kindergarten @ Choa Chu Kang,Commercial,67669377,admin_cck@zulfa.edu.sg,445 Choa Chu Kang Avenue 4 #01-307 S(680445),680445,www.zulfa.edu.sg,No,25/10/17,,,
KG1191,Zulfa Kindergarten @ Pasir Ris,Commercial,65827965,admin_pr@zulfa.edu.sg,626 Pasir Ris Drive 3 #01-302 S(510626),510626,www.zulfa.edu.sg,No,25/10/17,,,
KG1457,Zulfa Kindergarten @ Sembawang Mart PTE LTD,Commercial,67583739,admin_sm@zulfa.edu.sg,511 Canberra Road #02-01 S(750511),750511,www.zulfa.edu.sg,No,25/10/17,,,
KM0001,MOE Kindergarten @ Blangah Rise (KCare available),MOE,62746830,mk_blangahrise@moe.edu.sg,Blangah Rise Primary School 91 Telok Blangah Heights S(109100),109100,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0002,MOE Kindergarten @ Dazhong (KCare available from 2019),MOE,68960738,mk_dazhong@moe.edu.sg,Dazhong Primary School 35 Bukit Batok Street 31 S(659441),659441,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0003,MOE Kindergarten @ Farrer Park (KCare available from 2019),MOE,63415389,mk_farrerpark@moe.edu.sg,Farrer Park Primary School 2 Farrer Park Road S(217567),217567,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0004,MOE Kindergarten @ Punggol View (KCare available),MOE,66594235,mk_punggolview@moe.edu.sg,Punggol View Primary School 9 Punggol Place  S(828845),828845,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0005,MOE Kindergarten @ Tampines,MOE,67827424,mk_tampines489c@moe.edu.sg,Block 489C Tampines Street 45 #01-171 S(522489),522489,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0006,MOE Kindergarten @ Punggol Green (KCare available),MOE,64438335,mk_punggolgreen@moe.edu.sg,Punggol Green Primary School 98 Punggol Walk  S(828772),828772,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0007,MOE Kindergarten @ Sengkang Green (KCare available),MOE,62416640,mk_sengkanggreen@moe.edu.sg,Sengkang Green Primary School 15 Fernvale Road S(797636),797636,www.moe.gov.sg/moekindergarten,No,17/8/18,,,
KM0008,MOE Kindergarten @ West Spring  (KCare available),MOE,63144192,mk_westspring@moe.edu.sg,West Spring Primary School 60 Bukit Panjang Ring Road S(769946),769946,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0009,MOE Kindergarten @ Frontier (KCare available),MOE,66863885,mk_frontier@moe.edu.sg,Frontier Primary School 20 Jurong West Street 61 S(648200),648200,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0010,MOE Kindergarten @ Yishun (KCare available),MOE,67107874,mk_yishun318a@moe.edu.sg,Blk 318A Yishun Avenue 9 #01-126 S(761318),761318,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0011,MOE Kindergarten @ Fernvale Link (KCare available),MOE,62410902,mk_fernvalelink@moe.edu.sg,Block 470A Fernvale Link #01-410 S(791470),791470,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0012,MOE Kindergarten @ Northoaks (KCare available),MOE,64812018,mk_northoaks@moe.edu.sg,Northoaks Primary School 61 Sembawang Drive S(757622),757622,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0013,MOE Kindergarten @ Riverside (KCare available),MOE,63627223,mk_riverside@moe.edu.sg,Riverside Primary School 110 Woodlands Crescent S(737803),737803,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0014,MOE Kindergarten @ Springdale (KCare available),MOE,63846707,mk_springdale@moe.edu.sg,Springdale Primary School 71 Anchorvale Link S(544799),544799,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0015,MOE Kindergarten @ Westwood (KCare available),MOE,63160211,mk_westwood@moe.edu.sg,Westwood Primary School 1 Jurong West St 73 S(649188),649188,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0016,MOE Kindergarten @ Oasis,MOE,62824864,mk_oasis@moe.edu.sg,Oasis Primary School 71 Edgefield Plains S(828716),828716,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0017,MOE Kindergarten @ Punggol Cove,MOE,62822375,mk_punggolcove@moe.edu.sg,Punggol Cove Primary School 52 Sumang Walk S(828674),828674,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0018,MOE Kindergarten @ Waterway,MOE,63150082,mk_waterway@moe.edu.sg,Waterway Primary School 70 Punggol Drive S(828802),828802,www.moe.gov.sg/moekindergarten/,No,17/8/18,,,
KM0019,MOE Kindergarten @ Anchor Green (Opening in 2019 -  KCare available),MOE,68861356,anchorgreen_ps@moe.edu.sg,Anchor Green Primary School 31 Anchorvale Drive S(544969),544969,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0020,MOE Kindergarten @ Fernvale (Opening in 2019 -  KCare available),MOE,63153051,fernvale_ps@moe.edu.sg,Fernvale Primary School 1 Fernvale Lane S(797701),797701,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0021,MOE Kindergarten @ Wellington (Opening in 2019 -  KCare available),MOE,67533319,wellingtonps@moe.edu.sg,Wellington Primary School 10 Wellington Circle S(757702),757702,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0022,MOE Kindergarten @ Pei Tong (Opening in 2019 -  KCare available),MOE,67775458,ptps@moe.edu.sg,Pei Tong Primary School 15 Clementi Avenue 5 S(129857),129857,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0023,MOE Kindergarten @ First Toa Payoh (Opening in 2019 -  KCare available),MOE,62567822,ftpps@moe.edu.sg,First Toa Payoh Primary School 7 Lorong 8 Toa Payoh S(319252),319252,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0024,MOE Kindergarten @ Kranji (Opening in 2019 -  KCare available),MOE,67634812,kranji_ps@moe.edu.sg,Kranji Primary School 11 Choa Chu Kang Street 54 S(689189),689189,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
KM0025,MOE Kindergarten @ Fern Green (Opening in 2019 -  KCare available),MOE,68343100,ferngreen_ps@moe.edu.sg,Fern Green Primary School 70 Fernvale Link S(797538),797538,www.moe.gov.sg/moekindergarten/,No,3/10/18,,,
